ID_CODE,NAME,SURNAME,DISPLAY_NAME,SORT_NAME,BIRTH_FLAG,BIRTH_PLACE,BIRTH_YEAR,DEATH_FLAG,DEATH_PLACE,DEATH_YEAR,STUDENT_OF
h_bosch,Hermelando,Bosch Peris,,"Bosch, Hermelando",es,Alginet,1908,es,Montanejos,1990,"m_palau,j_latorre"
f_cabo,Francesc,Cabo Arnal,,"Cabo, Francesc",es,Nàquera,1768,es,Nàquera,1832,"f_morera,r_angles"
f_canto,Francesc,Cantó i Botella,,"Cantó, Francesc",es,Alcoi,1811,es,Alcoi,1886,
r_casasempere,Rafael,Casasempere Juan,,"Casasempere, Rafael",es,Alcoi,1909,es,Alcoi,1995,
r_cercos,Ramón,Cercós Pérez,,"Cercós, Ramón",es,València,1936,es,València,2010,"e_lopez-chavarri,m_palau,l_magenti,d_nueda,j_iturbi,e_dominguez"
a_chover,Antonio,Chover Salom,,"Chover, Antonio",es,Tavernes de la Valldigna,1922,es,València,2014,"m_palau,s_panxa_verda,f_tormo"
j_climent,Josep,Climent Barber,,"Climent, Josep",es,Oliva,1927,es,Oliva,2017,"e_soler,j_piedra,j_roca"
jb_comes,Joan Baptista,Comes,,"Comes, Joan Baptista",es,València,ca.1582,es,València,1643,jg_peres
r_corell,Ramón,Corell Saurí,,"Corell, Ramón",es,Foios,1910,es,València,1970,m_palau
v_costa,Vicent,Costa Nogueras,,"Costa, Vicent",es,Alcoi,1852,es,Barcelona,1919,"jb_pujol,j_sariols,g_balart,h_bulow,gf_pfeiffer,f_liszt"
jb_pujol,Joan Baptista,Pujol i Riu,,"Pujol, Joan Baptista",es,Barcelona,1835,es,Barcelona,1898,"g_sala,p_tintorer,nh_reber,e_prudent,j_rosenhain"
a_cotes,Ambrosio,Cotes,,"Cotes, Ambrosio",es,Villena,ca.1550,es,Sevilla,1603,
r_ceballos,Rodrigo,de Ceballos,,"Ceballos, Rodrigo de",es,Aracena,ca.1534,es,Granada,1581,
j_cuevas,Juan,Cuevas Perales,,"Cuevas, Juan",es,Guadassuar,1782,es,València,1855,"f_morera,j_pons"
a_domingo,Adelina,Domingo Pons,,"Domingo, Adelina",es,Benifaió,1882,es,Benifaió,1905,"a_goni,j_monasterio,j_pinilla"
o_espla,Òscar,Esplà Triay,,"Esplà, Òscar",es,Alacant,1886,es,Madrid,1976,"j_latorre,c_saint-saens,m_reger"
g_pittaluga,Gustavo,Pittaluga González del Campillo,,"Pittaluga, Gustavo",es,Madrid,1906,es,Madrid,1975,o_espla
j_villatoro,Joaquín,Villatoro Medina,,"Villatoro, Joaquín",es,Castro del Río,1911,es,Madrid,1987,"o_espla,c_campo,p_dukas,a_cortot,c_koechlin"
v_estarelles,Vicente,Estarelles Úbeda,,"Estarelles, Vicente",es,Alfarrasí,1908,es,Calatayud,1984,m_palau
r_esteve,Rafael,Esteve Nicolau,,"Esteve, Rafael",es,Muro d'Alcoi,1871,es,Muro d'Alcoi,1942,
f_esteve,Francisco,Esteve Pastor,Paco Esteve Pastor,"Esteve, Paco",es,Muro d'Alcoi,1915,es,València,1989,p_sosa
j_evangelista,José,Evangelista,,"Evangelista, José",es,València,1943,ca,Montréal,2023,"v_asencio,a_prevost,b_mather"
j_falomir,José,Falomir Almela,Pepe Falomir Almela,"Falomir, Pepe",es,Castelló de la Plana,1931,es,Castelló de la Plana,2014,
j_fayos,Josep,Fayós Pascual,,"Fayós, Josep",es,València,1871,es,València,1931,s_giner
l_boulanger,Marie-Juliette,Boulanger,Lili Boulanger,"Boulanger, Lili",fr,Paris,1893,fr,Mézy-sur-Seine,1918,"n_boulanger,p_vidal,g_faure,g_caussade,a_hasselmans"
j_ferrer,Jaume,Ferrer,,"Ferrer, Jaume",es,Cervera del Maestrat,1762,es,San Lorenzo del Escorial,1824,a_soler
a_soler,Antoni,Soler i Ramos,Pare Soler,"Soler, Antoni",es,Olot,1729,es,El Escorial,1783,"d_scarlatti,j_nebra,b_esteve,m_espona"
jb_bruguera,Joan Baptista,Bruguera i Morreras,,"Bruguera, Joan Baptista",es,Figueres,,es,,ca.1766,
wa_mozart,Joannes Chrysostomus Wolfgangus Theophilus,Mozart,Wolfgang Amadeus Mozart,"Mozart, Wolfgang Amadeus",at,Salzburg,1756,at,Wien,1791,"j_schobert,jc_bach,l_mozart,gb_martini"
n_mozart,Maria Anna Walburga Ignatia,Mozart,Nannerl Mozart,"Mozart, Nannerl",at,Salzburg,1751,at,Salzburg,1829,l_mozart
l_beethoven,Ludwig,van Beethoven,,"Beethoven, Ludwig van",de,Bonn,1770,at,Wien,1827,"cg_neefe,j_haydn,a_salieri,j_schenk,jg_albrechtsberger,g_eeden,m_clementi"
a_vivaldi,Antonio,Vivaldi,,"Vivaldi, Antonio",it,Venèsia,1678,at,Wien,1741,"gb_vivaldi,g_legrenzi"
js_bach,Johann Sebastian,Bach,,"Bach, Johann Sebastian",de,Eisenach,1685,de,Leipzig,1750,"ja_bach,jc_bach1671,jl_bach,jc_bach1645,d_buxtehude"
gf_handel,Georg Friedrich,Händel,,"Händel, Georg Friedrich",de,Halle,1685,gb,London,1759,fw_zachau
pi_tchaikovsky,Pyotr Illich,Tchaikovsky,,"Tchaikovsky, Pyotr Illich",ru,Votkinsk,1840,ru,Sankt-Peterburg,1893,"n_zaremba,a_rubinstein"
f_chopin,Fryderyk,Chopin,,"Chopin, Fryderyk",pl,Żelazowa Wola,1810,fr,Paris,1849,"w_zywny,j_elsner,w_wuerfel"
a_dvorak,Antonín,Dvořák,,"Dvořák, Antonín",cz,Nelahozeves,1841,cz,Praha,1904,"jl_zvonar,a_liehmann"
g_mahler,Gustav,Mahler,,"Mahler, Gustav",cz,Kaliště,1860,at,Wien,1911,"r_fuchs,f_krenn,j_epstein"
o_merikanto,Oskar,Mattsson,Oskar Merikanto,"Merikanto, Oskar",fi,Helsinki,1868,fi,Oitti,1924,"j_haark,f_kullak,a_becker,g_scharwenka,c_reinecke,s_jadassohn"
a_beach,Amy,Beach,,"Beach, Amy",us,Henniker,1867,us,New York,1944,"e_perabo,c_baermann"
j_felipe,Jerónimo,Felipe,,"Felipe, Jerónimo",es,València,ca.1575,es,València,1613,jb_peres
v_feliu,Vicente,Feliu i Roig,,"Feliu, Vicente",es,València,1899,es,Benicarló,1991,
jm_ferrero,José María,Ferrero Pastor,,"Ferrero, José María",es,Ontinyent,1926,es,Bocairent,1987,"r_corell,v_perez-jorge"
l_foglietti,Luis,Foglietti Alberola,,"Foglietti, Luis",es,Alacant,1877,es,Madrid,1918,
d_fortea,Daniel,Fortea i Guimerà,,"Fortea, Daniel",es,Benlloc,1878,es,Castelló de la Plana,1953,f_tarrega
g_gallud,Guadalupe,Gallud Sirvent,,"Gallud, Guadalupe",es,Ibi,1873,es,Córdoba,1970,
e_garces,Enric,Garcés i Garcés,,"Garcés, Enric",es,Faura,1909,es,Madrid,1981,
j_garces,Joan,Garcés Queralt,,"Garcés, Joan",es,Benifairó de les Valls,1914,es,Faura,2014,"m_palau,l_querol,b_perez_casas,l_freitas"
v_garcia_velcaire,Vicent,Garcia Velcaire,,"Garcia, Vicent",es,València,1593,es,Toledo,1650,
f_navarro,Francisco,Navarro,,"Navarro, Francisco",es,Cuevas de Cañart,ca.1610,es,València,1650,"v_garcia_velcaire,m_ximeno"
m_ximeno,Miguel,Ximeno,,"Ximeno, Miguel",es,Aliaga,,es,,ca.1623,
a_garrigues,Amparo,Garrigues Cotanda,,"Garrigues, Amparo",es,València,1903,es,València,1945,w_landowska
s_gea,Salvador,Gea Bañuls,,"Gea, Salvador",es,El Real de Gandia,1880,es,València,1964,"l_plasencia,v_ripolles"
r_giner,Rafael,Giner Estruch,,"Giner, Rafael",es,Vilallonga,1912,es,Vilallonga,1997,
jm_gomis,Josep Melcior,Gomis i Colomer,,"Gomis, Josep Melcior",es,Ontinyent,1791,fr,Paris,1836,j_pons
jl_gonzalez,José Luis,González Julià,,"González, José Luis",es,Alcoi,1932,es,Madrid,1998,"s_panxa_verda,r_casasempere,r_sainz,a_segovia"
f_grau,Francisco,Grau Vergara,,"Grau, Francisco",es,Bigastre,1947,es,Madrid,2019,
jb_guzman,Joan Baptista,Guzmán i Martínez,Manuel Guzmán i Martínez,"Guzmán, Manuel",es,Aldaia,1846,es,Montserrat,1909,"jm_ubeda,j_piqueras"
f_hernandez,Francisco,Hernández Illana,,"Hernández, Francisco",es,Alzira,ca.1700,es,Burgos,1780,
